"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get a raw maze","47","getRawMaze()","","Sat Feb 15 23:13:26 UTC 2025","passed","Sat Feb 15 23:13:26 UTC 2025","","model.MazeGeneration.MazeGeneratorTest","model.MazeGeneration.MazeGeneratorTest","getRawMaze"
